shape_id,shape_pt_sequence,shape_dist_traveled,shape_pt_lat,shape_pt_lon
36477,124,,19.278919999999978,-99.16919999999996
36477,125,,19.279149999999976,-99.16923999999996
36477,126,,19.279389999999978,-99.16916999999997
36477,127,,19.279389999999978,-99.16916999999997
36477,128,,19.279389999999978,-99.16916999999997
36477,129,,19.279389999999978,-99.16916999999997
36477,130,,19.279389999999978,-99.16916999999997
36524,0,,19.390710000000002,-99.04742
36524,1,,19.39092,-99.0479
36524,2,,19.391000000000002,-99.04837
36524,3,,19.388350000000003,-99.04999000000001
36524,4,,19.384990000000002,-99.05193000000001
36524,5,,19.389780000000002,-99.05932000000001
36524,6,,19.38979,-99.05954000000001
36524,7,,19.389210000000002,-99.05987000000002
36524,8,,19.382810000000003,-99.06091000000002
36524,9,,19.382710000000003,-99.06104000000002
36524,10,,19.38303,-99.06328000000002
36524,11,,19.3834,-99.06593000000002
36524,12,,19.38756,-99.07414000000003
36524,13,,19.38782,-99.07479000000002
36524,14,,19.38766,-99.07494000000003
36524,15,,19.38428,-99.07583000000002
36524,16,,19.38438,-99.07607000000003
36524,17,,19.38711,-99.08026000000002
36524,18,,19.38892,-99.08301000000003
36524,19,,19.391869999999997,-99.08746000000004
36524,20,,19.393919999999998,-99.09038000000004
36524,21,,19.396169999999998,-99.09387000000004
36524,22,,19.39651,-99.09611000000004
36524,23,,19.39687,-99.09948000000004
36524,24,,19.39693,-99.10150000000004
36524,25,,19.3972,-99.10352000000005
36524,26,,19.397830000000003,-99.10945000000005
36524,27,,19.39824,-99.11141000000005
36524,28,,19.398400000000002,-99.11329000000005
36524,29,,19.398270000000004,-99.11702000000005
36524,30,,19.398050000000005,-99.12410000000006
36524,31,,19.397830000000006,-99.12914000000005
36524,32,,19.397590000000005,-99.13010000000006
36524,33,,19.396920000000005,-99.13088000000006
36524,34,,19.396090000000004,-99.13126000000007
36524,35,,19.393980000000006,-99.13177000000007
36524,36,,19.393380000000008,-99.13204000000007
36524,37,,19.393200000000007,-99.13271000000007
36524,38,,19.393480000000007,-99.13484000000007
36524,39,,19.394240000000007,-99.13999000000007
36524,40,,19.394600000000008,-99.14255000000007
36524,41,,19.39521000000001,-99.14642000000008
36524,42,,19.39554000000001,-99.15135000000008
36524,43,,19.395870000000013,-99.15568000000007
36524,44,,19.396270000000012,-99.16098000000008
36524,45,,19.396460000000012,-99.16185000000009
36524,46,,19.39693000000001,-99.16412000000008
36524,47,,19.397210000000012,-99.16495000000008
36524,48,,19.397570000000012,-99.16577000000008
36524,49,,19.398520000000012,-99.16733000000008
36524,50,,19.40144000000001,-99.16814000000008
36524,51,,19.40342000000001,-99.16867000000008
36524,52,,19.40355000000001,-99.16910000000007
36524,53,,19.40355000000001,-99.16962000000007
36524,54,,19.40349000000001,-99.17115000000007
36524,55,,19.403720000000007,-99.17203000000006
36524,56,,19.404400000000006,-99.17397000000007
36524,57,,19.405590000000007,-99.17758000000006
36524,58,,19.407660000000007,-99.18375000000006
36524,59,,19.407740000000008,-99.18938000000006
36524,60,,19.401840000000007,-99.18675000000006
36524,61,,19.401840000000007,-99.18675000000006
36559,0,,19.40184,-99.18675
36559,1,,19.40264,-99.187
36559,2,,19.40342,-99.18657
36559,3,,19.40494,-99.18586
36559,4,,19.40785,-99.18429
36559,5,,19.40766,-99.18375
36559,6,,19.40559,-99.17758
36559,7,,19.4044,-99.17397000000001
36559,8,,19.4037,-99.17182000000001
36559,9,,19.40344,-99.17071000000001
36559,10,,19.40355,-99.16962000000001
36559,11,,19.40354,-99.16878000000001
36559,12,,19.40275,-99.16831
36559,13,,19.40144,-99.16814000000001
36559,14,,19.39848,-99.16732
36559,15,,19.39759,-99.16573000000001
36559,16,,19.397180000000002,-99.16498000000001
36559,17,,19.39693,-99.16412000000001
36559,18,,19.39617,-99.16002000000002
36559,19,,19.395870000000002,-99.15568000000002
36559,20,,19.39554,-99.15135000000002
36559,21,,19.39521,-99.14642000000002
36559,22,,19.3947,-99.14251000000002
36559,23,,19.39424,-99.13999000000001
36559,24,,19.39348,-99.13484000000001
36559,25,,19.3933,-99.13316000000002
36559,26,,19.39362,-99.13191000000002
36559,27,,19.39597,-99.13136000000002
36559,28,,19.39743,-99.13037000000001
36559,29,,19.39783,-99.12914
36559,30,,19.398049999999998,-99.12410000000001
36559,31,,19.398269999999997,-99.11702000000001
36559,32,,19.397829999999995,-99.10945000000001
36559,33,,19.397199999999994,-99.10352
36559,34,,19.396869999999993,-99.09948
36559,35,,19.396509999999992,-99.09611
36559,36,,19.396309999999993,-99.0946
36559,37,,19.396109999999993,-99.09383
36559,38,,19.39576999999999,-99.09312
36559,39,,19.39391999999999,-99.09038
36559,40,,19.39186999999999,-99.08746
36559,41,,19.38891999999999,-99.08300999999999
36559,42,,19.387109999999993,-99.08025999999998
36559,43,,19.384219999999992,-99.07607999999998
36559,44,,19.38368999999999,-99.07507999999997
36559,45,,19.38361999999999,-99.07468999999998
36559,46,,19.38372999999999,-99.07422999999997
36559,47,,19.38417999999999,-99.07286999999997
36559,48,,19.38436999999999,-99.07228999999997
36559,49,,19.38439999999999,-99.07188999999997
36559,50,,19.38431999999999,-99.07150999999996
36559,51,,19.38419999999999,-99.07087999999996
36559,52,,19.383399999999988,-99.06592999999997
36559,53,,19.382969999999986,-99.06331999999996
36559,54,,19.382719999999985,-99.06184999999996
36559,55,,19.382659999999984,-99.06090999999996
36559,56,,19.382849999999983,-99.06068999999997
36559,57,,19.389209999999984,-99.05986999999996
36559,58,,19.393739999999983,-99.05912999999997
36559,59,,19.395299999999985,-99.05863999999997
36559,60,,19.397059999999986,-99.05837999999997
36559,61,,19.397449999999985,-99.05827999999997
36559,62,,19.397569999999984,-99.05792999999997
36559,63,,19.396459999999983,-99.05600999999997
36559,64,,19.393719999999984,-99.05130999999997
36559,65,,19.391169999999985,-99.04659999999997
36559,66,,19.390769999999986,-99.04682999999997
36559,67,,19.390709999999984,-99.04741999999997
36559,68,,19.390709999999984,-99.04741999999997
36559,69,,19.390709999999984,-99.04741999999997
36559,70,,19.390709999999984,-99.04741999999997
36559,71,,19.390709999999984,-99.04741999999997
36559,72,,19.390709999999984,-99.04741999999997
36559,73,,19.390709999999984,-99.04741999999997
36559,74,,19.390709999999984,-99.04741999999997
36559,75,,19.390709999999984,-99.04741999999997
36559,76,,19.390709999999984,-99.04741999999997
36643,0,,19.279390000000003,-99.16917000000001
36643,1,,19.27914,-99.16924
36643,2,,19.27886,-99.16921
36643,3,,19.278660000000002,-99.16903
36643,4,,19.27858,-99.16876
36643,5,,19.27861,-99.16849
36643,6,,19.27872,-99.16824000000001
36643,7,,19.27899,-99.16788000000001
36643,8,,19.27925,-99.16796000000001
36643,9,,19.27961,-99.16843000000001
36643,10,,19.28036,-99.17010000000002
36643,11,,19.281940000000002,-99.17373000000002
36643,12,,19.28234,-99.17452000000002
36643,13,,19.282880000000002,-99.17509000000001
36643,14,,19.28376,-99.17560000000002
36643,15,,19.28492,-99.17573000000002
36643,16,,19.28615,-99.17541000000001
36643,17,,19.28839,-99.17453000000002
36643,18,,19.28983,-99.17393000000001
36643,19,,19.290409999999998,-99.17374000000001
36643,20,,19.29077,-99.17380000000001
36643,21,,19.29102,-99.17398000000001
36643,22,,19.2925,-99.17740000000002
36643,23,,19.294150000000002,-99.18125000000002
36643,24,,19.294590000000003,-99.18227000000002
36643,25,,19.295060000000003,-99.18304000000002
36643,26,,19.295300000000005,-99.18389000000002
36643,27,,19.295670000000005,-99.18463000000001
36643,28,,19.295880000000004,-99.18489000000001
36643,29,,19.296180000000003,-99.18513000000002
36643,30,,19.296830000000003,-99.18528000000002
36643,31,,19.299380000000003,-99.18555000000002
36643,32,,19.301910000000003,-99.18586000000002
36643,33,,19.304460000000002,-99.18615000000003
36643,34,,19.30955,-99.18680000000002
36643,35,,19.31462,-99.18741000000001
36643,36,,19.32279,-99.18844000000001
36643,37,,19.327,-99.18894000000002
36643,38,,19.33087,-99.18953000000002
36643,39,,19.33416,-99.18991000000003
36643,40,,19.33754,-99.19020000000003
36643,41,,19.33949,-99.19049000000004
36643,42,,19.34082,-99.18998000000003
36643,43,,19.34684,-99.18792000000003
36643,44,,19.34903,-99.18704000000004
36643,45,,19.35119,-99.18635000000003
36643,46,,19.35471,-99.18527000000003
36643,47,,19.35836,-99.18404000000002
36643,48,,19.36202,-99.18278000000002
36643,49,,19.36352,-99.18232000000002
36643,50,,19.36502,-99.18179000000002
36643,51,,19.36702,-99.18116000000002
36643,52,,19.36911,-99.18049000000002
36643,53,,19.3717,-99.17968000000002
36643,54,,19.3743,-99.17879000000002
36643,55,,19.37927,-99.17720000000003
36643,56,,19.380930000000003,-99.17665000000002
36643,57,,19.382600000000004,-99.17608000000003
36643,58,,19.384050000000002,-99.17563000000003
36643,59,,19.385510000000004,-99.17515000000003
36643,60,,19.389860000000002,-99.17371000000003
36643,61,,19.391740000000002,-99.17311000000002
36643,62,,19.393620000000002,-99.17246000000003
36643,63,,19.397810000000003,-99.17120000000003
36643,64,,19.399840000000005,-99.17049000000003
36643,65,,19.401870000000006,-99.16979000000003
36643,66,,19.406430000000007,-99.16841000000004
36643,67,,19.40969000000001,-99.16732000000003
36643,68,,19.411410000000007,-99.16671000000004
36643,69,,19.413140000000006,-99.16616000000003
36643,70,,19.416880000000006,-99.16495000000003
36643,71,,19.418390000000006,-99.16452000000004
36643,72,,19.419900000000005,-99.16404000000004
36643,73,,19.423120000000004,-99.16309000000004
36643,74,,19.423080000000006,-99.16289000000003
36643,75,,19.423140000000007,-99.16268000000004
36643,76,,19.423250000000007,-99.16252000000004
36643,77,,19.423370000000006,-99.16241000000004
36643,78,,19.423930000000006,-99.16240000000003
36643,79,,19.424220000000005,-99.16267000000003
36643,80,,19.427810000000004,-99.16106000000003
36643,81,,19.433010000000003,-99.15866000000004
36643,82,,19.43615,-99.15723000000004
36643,83,,19.4404,-99.15541000000005
36643,84,,19.44203,-99.15470000000005
36643,85,,19.443099999999998,-99.15451000000004
36643,86,,19.445639999999997,-99.15339000000004
36643,87,,19.446959999999997,-99.15303000000004
36643,88,,19.453999999999997,-99.15176000000004
36643,89,,19.454379999999997,-99.15165000000003
36643,90,,19.454759999999997,-99.15148000000003
36643,91,,19.455119999999997,-99.15128000000003
36643,92,,19.45546,-99.15098000000003
36643,93,,19.45583,-99.15060000000003
36643,94,,19.4562,-99.15011000000003
36643,95,,19.456879999999998,-99.14915000000002
36643,96,,19.458049999999997,-99.14745000000002
36643,97,,19.459639999999997,-99.14643000000002
36643,98,,19.462439999999997,-99.14403000000003
36643,99,,19.468839999999997,-99.13880000000003
36643,100,,19.476619999999997,-99.13248000000003
36643,101,,19.482469999999996,-99.12774000000003
36643,102,,19.486369999999997,-99.12433000000003
36643,103,,19.490329999999997,-99.12115000000003
36643,104,,19.49141,-99.12060000000002
36643,105,,19.49249,-99.12019000000002
36643,106,,19.4954,-99.11936000000003
36643,107,,19.49849,-99.11862000000004
36643,108,,19.49871,-99.11873000000004
36643,109,,19.498829999999998,-99.11890000000004
36643,110,,19.498849999999997,-99.11905000000004
36643,111,,19.498839999999998,-99.11920000000005
36643,112,,19.4988,-99.11934000000005
36643,113,,19.49866,-99.11946000000005
36643,114,,19.49793,-99.11962000000004
36643,115,,19.49678,-99.11973000000005
36643,116,,19.49678,-99.11973000000005
36643,117,,19.49678,-99.11973000000005
36643,118,,19.49678,-99.11973000000005
36643,119,,19.49678,-99.11973000000005
36643,120,,19.49678,-99.11973000000005
36643,121,,19.49678,-99.11973000000005
36643,122,,19.49678,-99.11973000000005
36643,123,,19.49678,-99.11973000000005
36643,124,,19.49678,-99.11973000000005
36643,125,,19.49678,-99.11973000000005
36643,126,,19.49678,-99.11973000000005
36643,127,,19.49678,-99.11973000000005
36643,128,,19.49678,-99.11973000000005
36643,129,,19.49678,-99.11973000000005
36643,130,,19.49678,-99.11973000000005
36643,131,,19.49678,-99.11973000000005
36643,132,,19.49678,-99.11973000000005
36643,133,,19.49678,-99.11973000000005
36678,0,,19.52963,-99.17001
36678,1,,19.52925,-99.17008
36678,2,,19.529110000000003,-99.17011
36678,3,,19.528800000000004,-99.17012
36678,4,,19.528460000000003,-99.17002
36678,5,,19.52811,-99.16982999999999
36678,6,,19.52749,-99.16935999999998
36678,7,,19.52691,-99.16893999999998
36678,8,,19.52633,-99.16849999999998
36678,9,,19.525170000000003,-99.16757999999999
36678,10,,19.524020000000004,-99.16668999999999
36678,11,,19.523450000000004,-99.16626
36678,12,,19.522880000000004,-99.16575999999999
36678,13,,19.522460000000006,-99.16538999999999
36678,14,,19.522200000000005,-99.16517999999999
36678,15,,19.521740000000005,-99.16485999999999
36678,16,,19.520830000000004,-99.16435999999999
36678,17,,19.519950000000005,-99.16398999999998
36678,18,,19.519080000000006,-99.16355999999999
36678,19,,19.517110000000006,-99.16273
36678,20,,19.516080000000006,-99.16230999999999
36678,21,,19.515570000000007,-99.16210999999998
36678,22,,19.515120000000007,-99.16189999999999
36678,23,,19.511720000000008,-99.16062
36678,24,,19.510030000000008,-99.15997999999999
36678,25,,19.50914000000001,-99.15964
36678,26,,19.508700000000008,-99.15946
36678,27,,19.508330000000008,-99.15926999999999
36678,28,,19.505810000000007,-99.15832999999999
36678,29,,19.504510000000007,-99.15782999999999
36678,30,,19.503830000000008,-99.15756999999999
36678,31,,19.503370000000007,-99.15736
36678,32,,19.50146000000001,-99.15664
36678,33,,19.49956000000001,-99.15589
36678,34,,19.49750000000001,-99.15514
36678,35,,19.49647000000001,-99.15475
36678,36,,19.49591000000001,-99.15457
36678,37,,19.49537000000001,-99.15439
36678,38,,19.49383000000001,-99.15375
36678,39,,19.49226000000001,-99.15316
36678,40,,19.49168000000001,-99.15292
36678,41,,19.49036000000001,-99.15240999999999
36678,42,,19.48964000000001,-99.15213999999999
36678,43,,19.48896000000001,-99.15189999999998
36678,44,,19.48579000000001,-99.15070999999999
36678,45,,19.48420000000001,-99.15012999999999
36678,46,,19.48335000000001,-99.14983
36678,47,,19.482610000000008,-99.14953999999999
36678,48,,19.481120000000008,-99.14894999999999
36678,49,,19.47932000000001,-99.14822999999998
36678,50,,19.47648000000001,-99.14715999999999
36678,51,,19.47506000000001,-99.14663999999999
36678,52,,19.47371000000001,-99.14613999999999
36678,53,,19.47216000000001,-99.14551999999999
36678,54,,19.47059000000001,-99.14493999999999
36678,55,,19.46767000000001,-99.14376999999999
36678,56,,19.46571000000001,-99.14301999999999
36678,57,,19.46506000000001,-99.14307
36678,58,,19.464780000000008,-99.14318999999999
36678,59,,19.46438000000001,-99.14339
36678,60,,19.46388000000001,-99.14371
36678,61,,19.463370000000012,-99.14417
36678,62,,19.462970000000013,-99.14454
36678,63,,19.462680000000013,-99.14476
36678,64,,19.462400000000013,-99.14482000000001
36678,65,,19.46206000000001,-99.14476
36678,66,,19.46180000000001,-99.14458
36678,67,,19.46136000000001,-99.14418
36678,68,,19.46118000000001,-99.14403
36678,69,,19.460750000000008,-99.14392
36678,70,,19.45978000000001,-99.14411
36678,71,,19.45882000000001,-99.14433
36678,72,,19.456990000000008,-99.14473
36678,73,,19.45585000000001,-99.14504
36678,74,,19.45389000000001,-99.14542999999999
36678,75,,19.45192000000001,-99.14587999999999
36678,76,,19.445730000000008,-99.14728
36678,77,,19.44298000000001,-99.14791
36678,78,,19.441600000000008,-99.14820999999999
36678,79,,19.440230000000007,-99.14864999999999
36678,80,,19.439990000000005,-99.14874999999999
36678,81,,19.439100000000007,-99.1489
36678,82,,19.438010000000006,-99.14907
36678,83,,19.437820000000006,-99.14887999999999
36678,84,,19.437730000000006,-99.14849999999998
36678,85,,19.437550000000005,-99.14738999999999
36678,86,,19.437480000000004,-99.14705
36678,87,,19.437410000000003,-99.14689999999999
36678,88,,19.437300000000004,-99.14685999999999
36678,89,,19.436780000000002,-99.14705
36678,90,,19.435940000000002,-99.14719
36678,91,,19.431390000000004,-99.14808
36678,92,,19.427720000000004,-99.14881999999999
36678,93,,19.427240000000005,-99.14895999999999
36678,94,,19.427100000000006,-99.14905999999999
36678,95,,19.427010000000006,-99.14918999999999
36678,96,,19.426660000000005,-99.15043999999999
36678,97,,19.426190000000005,-99.15232999999999
36678,98,,19.425870000000007,-99.15360999999999
36678,99,,19.425770000000007,-99.15370999999999
36678,100,,19.42564000000001,-99.15374999999999
36678,101,,19.424830000000007,-99.15381999999998
36678,102,,19.42038000000001,-99.15416999999998
36678,103,,19.41736000000001,-99.15432999999997
36678,104,,19.41434000000001,-99.15461999999998
36678,105,,19.41137000000001,-99.15484999999998
36678,106,,19.40901000000001,-99.15503999999999
36678,107,,19.40666000000001,-99.15520999999998
36678,108,,19.40441000000001,-99.15532999999998
36678,109,,19.40321000000001,-99.15544999999997
36678,110,,19.40103000000001,-99.15562999999997
36678,111,,19.39646000000001,-99.15600999999998
36678,112,,19.39646000000001,-99.15600999999998
36678,113,,19.39646000000001,-99.15600999999998
36678,114,,19.39646000000001,-99.15600999999998
36678,115,,19.39646000000001,-99.15600999999998
36678,116,,19.39646000000001,-99.15600999999998
36678,117,,19.39646000000001,-99.15600999999998
36678,118,,19.39646000000001,-99.15600999999998
36678,119,,19.39646000000001,-99.15600999999998
36678,120,,19.39646000000001,-99.15600999999998
36678,121,,19.39646000000001,-99.15600999999998
36678,122,,19.39646000000001,-99.15600999999998
36711,0,,19.39646,-99.15601000000001
36711,1,,19.401030000000002,-99.15567000000001
36711,2,,19.405340000000002,-99.15529000000001
36711,3,,19.406660000000002,-99.15521000000001
36711,4,,19.41137,-99.15485000000001
36711,5,,19.414340000000003,-99.15465
36711,6,,19.417350000000003,-99.15429
36711,7,,19.42038,-99.15417000000001
36711,8,,19.42483,-99.15382000000001
36711,9,,19.42582,-99.15366000000002
36711,10,,19.42554,-99.14925000000002
36711,11,,19.42772,-99.14882000000003
36711,12,,19.43139,-99.14808000000004
36711,13,,19.43594,-99.14719000000004
36711,14,,19.4374,-99.14706000000004
36711,15,,19.43784,-99.14908000000004
36711,16,,19.44023,-99.14865000000005
36711,17,,19.44573,-99.14728000000005
36711,18,,19.45192,-99.14588000000005
36711,19,,19.45585,-99.14504000000005
36711,20,,19.458820000000003,-99.14438000000006
36711,21,,19.460770000000004,-99.14399000000006
36711,22,,19.461350000000003,-99.14411000000005
36711,23,,19.461750000000002,-99.14457000000006
36711,24,,19.46206,-99.14473000000005
36711,25,,19.46236,-99.14481000000005
36711,26,,19.46277,-99.14470000000004
36711,27,,19.46311,-99.14446000000004
36711,28,,19.46337,-99.14417000000003
36711,29,,19.46413,-99.14349000000003
36711,30,,19.46489,-99.14314000000003
36711,31,,19.465320000000002,-99.14305000000003
36711,32,,19.46574,-99.14307000000004
36711,33,,19.467670000000002,-99.14377000000003
36711,34,,19.470640000000003,-99.14483000000003
36711,35,,19.473670000000002,-99.14598000000002
36711,36,,19.47933,-99.14817000000002
36711,37,,19.48272,-99.14941000000002
36711,38,,19.48912,-99.15179000000002
36711,39,,19.49229,-99.15303000000002
36711,40,,19.49548,-99.15420000000002
36711,41,,19.49952,-99.15572000000002
36711,42,,19.50331,-99.15717000000002
36711,43,,19.508319999999998,-99.15914000000002
36711,44,,19.51514,-99.16182000000002
36711,45,,19.51913,-99.16351000000002
36711,46,,19.52129,-99.16449000000001
36711,47,,19.5222,-99.16505000000001
36711,48,,19.523020000000002,-99.16574000000001
36711,49,,19.527910000000002,-99.16965000000002
36711,50,,19.528520000000004,-99.17008000000001
36711,51,,19.529120000000002,-99.17014000000002
36711,52,,19.52963,-99.17001000000002
36711,53,,19.52963,-99.17001000000002
36711,54,,19.52963,-99.17001000000002
36711,55,,19.52963,-99.17001000000002
36711,56,,19.52963,-99.17001000000002
36711,57,,19.52963,-99.17001000000002
36711,58,,19.52963,-99.17001000000002
36720,0,,19.49678,-99.11973
36720,1,,19.49761,-99.11959
36720,2,,19.49808,-99.1195
36720,3,,19.49849,-99.1194
36720,4,,19.49866,-99.11933
36720,5,,19.498720000000002,-99.11923
36720,6,,19.498710000000003,-99.11903
36720,7,,19.498600000000003,-99.11892999999999
36720,8,,19.498480000000004,-99.11895
36720,9,,19.496230000000004,-99.11948
36720,10,,19.494650000000004,-99.11979
36720,11,,19.492540000000005,-99.12021999999999
36720,12,,19.490380000000005,-99.12115999999999
36720,13,,19.489330000000006,-99.12204999999999
36720,14,,19.487880000000008,-99.12322999999999
36720,15,,19.486460000000008,-99.12436
36720,16,,19.482470000000006,-99.12774
36720,17,,19.476620000000008,-99.13248
36720,18,,19.468840000000007,-99.1388
36720,19,,19.462440000000008,-99.14403
36720,20,,19.459660000000007,-99.14651
36720,21,,19.458240000000007,-99.14736
36720,22,,19.457860000000007,-99.14778000000001
36720,23,,19.45688000000001,-99.14915
36720,24,,19.456080000000007,-99.15036
36720,25,,19.455140000000007,-99.15139
36720,26,,19.45436000000001,-99.15169
36720,27,,19.451460000000008,-99.1523
36720,28,,19.447050000000008,-99.1531
36720,29,,19.446240000000007,-99.15324
36720,30,,19.445030000000006,-99.15365
36720,31,,19.443100000000005,-99.15451
36720,32,,19.442460000000004,-99.15462000000001
36720,33,,19.441770000000005,-99.15482000000002
36720,34,,19.440420000000007,-99.15540000000001
36720,35,,19.438300000000005,-99.15635000000002
36720,36,,19.436150000000005,-99.15723000000001
36720,37,,19.433000000000003,-99.15870000000001
36720,38,,19.427870000000002,-99.1611
36720,39,,19.42423,-99.16275
36720,40,,19.424280000000003,-99.16289
36720,41,,19.424190000000003,-99.1631
36720,42,,19.424110000000002,-99.16325
36720,43,,19.424110000000002,-99.16325
36720,44,,19.424110000000002,-99.16325
36720,45,,19.424110000000002,-99.16325
36720,46,,19.424110000000002,-99.16325
36720,47,,19.424110000000002,-99.16325
36720,48,,19.424110000000002,-99.16325
36819,0,,19.49678,-99.11973
36819,1,,19.497500000000002,-99.11967
36819,2,,19.498250000000002,-99.11954
36819,3,,19.49866,-99.11944
36819,4,,19.49879,-99.1193
36819,5,,19.49884,-99.11914999999999
36819,6,,19.49876,-99.11882999999999
36819,7,,19.498620000000003,-99.11871999999998
36819,8,,19.49847,-99.11866999999998
36819,9,,19.4956,-99.11936999999998
36819,10,,19.49333,-99.11996999999998
36819,11,,19.49054,-99.12107999999998
